,0,1,2
0,"يلي معو خط mtc أو alfa
 إضغط *199* بعدين رقم تلفونك بعدين #
بيعطوك 10 GB مجاناً لمدة إسبوع بمناسبة الحجر المنزلي  ،… https://t.co/th8H5RKSot",DIAL_LEV,0.95397615
1,RT @MahaDalal4: في طلاب عالقين ب هولندا والسفارة عم  تقلهم ما في امل برجعتكم بليز نرجو المساعدة لأنهم بخطر دون مال وبمنطقة كتير فيها كورونا…,DIAL_LEV,0.9602419
2,"@IZZEDDIN_AYYAD مش انا اللي جمعت الناس 😅
الناس هيك هيك مجتمعين، هادا اشي انا ما بتحكم فيه، شو رايك ايش افضل؟ يسمعوا… https://t.co/kRyX9M2xtt",DIAL_LEV,0.99648297
3,انو بتسمحلي اعمل اي اشي هلا لانه كورونا,DIAL_LEV,0.9948054
4,نفسي اشوف الناس الي بتحكي كانت عن الكورونا هو عقاب من ربنا للصينين كيف بحللو الوضع هلا 🤦🏼‍♀️,DIAL_LEV,0.9750718
5,"الله يرحمك يا سيدي.. كان بس يدخل عليه وحده من نسوان ولاده بدها تسلم عليه يقولها: بدون بوس بدون بوس!
كان متوقع الكورونا الله يرحمه",DIAL_LEV,0.9765266
6,"يلي معو خط  ZAIN
 إضغط *199* بعدين رقم تلفونك بعدين #
بيعطوك 10 GB مجاناً لمدة إسبوع بمناسبة الحجر المنزلي  ، جربوه… https://t.co/9T3QdP6gtq",DIAL_LEV,0.9535424
7,RT @sawtelghadlb: مش بس #كورونا وجع اللبناني، الاموال المنهوبة وكيفية استرجاعها لا يزال الوجع الاكبر... وهيدا يلي اثبتو الفنان #فادي_اندراو…,DIAL_LEV,0.96942127
8,@DrSaadJaber دكتور سعد الله يعطيك الف عافيه بس حاس الموضع فلم هندي محسن المره هاي يا دكتور بحس وزراء الصحه بالعالم… https://t.co/Fx7MGrye8F,DIAL_LEV,0.98483557
9,كأنو مو عاجبكن الوضع مو شو بدكن أحلا من هيك زلازل وفي أعاصير وفي وباء في جراد وصراصير في براكين في حرب وفي ثورات وف… https://t.co/XtnF1YFvOZ,DIAL_LEV,0.989441
10,@saalamoo ما هو وباء عالمي المدارس لازم تعطل مش منطق يعني  الله لا يقدر بس لو طالب واحد ولا معلم واحد رح يعدي كل المدرسة,DIAL_LEV,0.96656734
11,"قرب يجي رمضان وما حدا جايب سيرة المخزون الاستراتيجي للتمر الهندي بالمملكة
#كورونا",DIAL_LEV,0.92639434
12,"محار بدون مرحبا أو كيفك:
- هلأ عمو أبوكي ما كان الو شغل بالصين؟لساتو؟
- لا مابقى الو بس الو معارف قوليلي شو بدك؟
-… https://t.co/MFOirKSI3S",DIAL_LEV,0.99578166
13,"@m99112233641 كيف تضمن انك لوحدك؟ وين #كوفيد_19 وين #الجن وين إلهواء
وأخيرا وين #السيح
#صباح_الخير
#خليك_في_البيت
#عمان_تواجه_كورونا",DIAL_LEV,0.93625647
14,تحية تقدير لإدارة @FitnessZoneLB 👌صراحة هالنادي محترف بتعاطي اليومي مع المنتسبين! بحسسنا انو نحنا كلنا عيلة وحدة! ف… https://t.co/ksG65D27t5,DIAL_LEV,0.9294311
15,"خطبة الجمعة اليوم "" الصين كفار "" وبياكلو ثعابين و صراصير عشان هيك صار عندهم كورونا و ربنا عاقبهم ... اترك التعليق لك عزيزي القارئ .",DIAL_LEV,0.9702672
16,@alianm9 جايبين مع لقاء على المملكة، وهو بحكي انه التعقيم جاري بكل قرى اربد وعامر بحكيله مفيشش حدا شايف تعقيم ولا اشي وهو بنكر,DIAL_LEV,0.9892758
17,@mohamad_rida_sh @Hamad_hassan20 إذا فهم الناس هيك بيقول لا عتب على الكورونا إذا انتشرت. طالما في هيدي الدرجة من ال… https://t.co/rC7CSVHXhF,DIAL_LEV,0.91871
18,"@Nisso_andro سكتت انا ما حكيت شي
بس الهي الكورونا تفتك بكل حدا ما بحبك نيسسووووو
😂🌹😂🌹😂🌹😂🌹",DIAL_LEV,0.98528266
19,"@AyahasAyah @LillyArabia والله انا شايف هل خطاب خوف،
كل واحد بده ينعدي بده يسوي فيها  برجوازي، يقلك انا بعزل حالي،… https://t.co/uNYd7wIM9M",DIAL_LEV,0.97682244
20,"احلى شي كنا بكافيه سعلت رفيقتي وقالتلي بس والله كان مشوار حلو بالصين 😂💔💔 ما بعرف لي فلو يلي قاعدين حدنا.. 
#كورونا",DIAL_LEV,0.98929566
21,بخصوص الباخرة الصينية يلي عالمينا عنا بحب قلها حبيبتي شفتي الطريق اللي جيتي منو    .. بشرفك رجعي منو وبلا اكل هوا م… https://t.co/Qj4UkC6eiY,DIAL_LEV,0.98316956
22,@amanie_geha @MelhemKaram كنتوا عزمونا 😂 هلق صار بدنا نلبس كمامات بس نشوفكن 🤦‍♂️,DIAL_LEV,0.9877081
23,@AlaaMwafaq هي حثالة مجتمع في اكتر من هيك زبالي هي كورونا تويتر,DIAL_LEV,0.90519816
24,"RT @Zazoukii1: ليش في ناس بسمنة وناس بزيت ?!
صرلي شهر ونص بالبيت مش عم بضهر الا اذا بدي شي مهم 
انت بتعمل زيارات ونحنا لا ليش ?!
مش على اسا…",DIAL_LEV,0.99712795
25,"في الأردن
كمية الدكاترة والمنظرين والمحللين والصحفيين والمصرحيين والمفتيين
مش طبيعية صار الواحد يخاف يضربهم بالعين… https://t.co/8VoBzqM0yx",DIAL_LEV,0.9494268
26,"@darwoi_m تماماً لا عنا مشافي ولا خدمات طبية  ولا كوادر طبية تقدر تواجه وباء
بالاضافة انو الشعب جاهل
و مفكر حالو بعطلة الصيف",DIAL_LEV,0.95677453
27,@Dina_Aridi ما حدا بيطلعلو يجيب سيرة الوزير حمد حسن بكرا مش رح يزيد عدد كورونا  رح ينتشر افلوونزا الكلاب هني ومشغلينهن,DIAL_LEV,0.9936039
28,"في دراسة بتقول : 
انو الكورونا ما بأثر عالأفاعي لذلك don't worry يا عيوني 🐍 .",DIAL_LEV,0.911591
29,"بإيطاليا مثلا 10٪ وهونيك عم نحكي عن aging population ف عنا عالارجح اقل.

يعني لو بقيت مخصصات كورونا بس 300 سرير  ما… https://t.co/xwcGpoivf1",DIAL_LEV,0.9754087
30,ما راح أنسى الوقت اللي نزلت راسي فيه عَلى المخده بشويش عشان مَا تتناثر المعلومات، ولا بنسى النومه اللي كلها احلام ب… https://t.co/Iie0Sgppll,DIAL_LEV,0.9375768
31,RT @EmanMohammedAw3: هاد التوقع اللي لازم يصير توجه ونشتغل عليه في ما بعد كورونا ان شاء الله.,DIAL_LEV,0.9688488
32,"-أيمتى بدي شوفك؟
+ بابا ما بخليني عشان الكورونا
- بتخافي من الكورونا و أنا موجود؟
  سجل عندك خاروف صنف -جهاز المناع… https://t.co/g8tTtwoWn7",DIAL_LEV,0.9925955
33,@2pacapoopac @samygemayel منين ما بدو يضرب الكورونا مع كل هالحقد,DIAL_LEV,0.9799612
34,"اللي بيقرب عليكي بدي أقتلو 🙄
_ فايروس كورونا 😂🤦‍♂️",DIAL_LEV,0.9669407
35,@Fedaa59822291 @baalteshouvah فشرتي يا بلا أدب ! وحدي متلك يلي عم تشوه صورة المسيحية بنشر الحقد ! انا كل يوم كنت عم… https://t.co/hw6ZthmozO,DIAL_LEV,0.97701186
36,بليييزذتتطتط خالتي قال ما حدا يحاول يلاقي علاج الكورونا لأنو وباء نهاية العالم و مذكور بالقرآن أي كانتتتت https://t.co/a9sZUn3vB4,DIAL_LEV,0.9851965
37,"@AmrAwad44912767 انت شوف الصورة عالانستا ومن غير ما تدوق رح تعطيني اللقب 😂😂
اضافة انوو احتفالا بشوفتكن بعد الكورونا… https://t.co/6zCWX2nEMS",DIAL_LEV,0.95988756
38,المصيبة مش الكورونا ، المصيبة انه هسه رح تتعامل مع ٧ مليون كوميدي و خبير صحي اردني.,DIAL_LEV,0.97289
39,ما بدنا طائرات من ايران٠٠٠ع مطار بيروت يا ولاد المتعة   #كورونا,DIAL_LEV,0.94461614
40,@MariamAlbassam @Walid_ward1978 يسلّم تمّك ✌🏻امريكا مش قارية لا الصين ولا ايران ولا العراق ولا سوريا رح تطلب من الح… https://t.co/EdrnaOgUEF,DIAL_LEV,0.91262025
41,@lebanondebate ان شاء الله كورونا بيقضي على كل يلي سرقونا وبعدهم وبعد بدهم يسرقونا اشتروا بيوت وسيارات وعلموا اولاد… https://t.co/jbHrrkvLWB,DIAL_LEV,0.9777338
42,"RT @AbouBatouL7: من سنة هجرية بليلة ولادة #الامل_الموعود صوّرت هالصور بهيدا الوقت.
كانت الضاحية فيها أحلى تزيين وعم بتضج بالحياة والناس عم…",DIAL_LEV,0.9558334
43,@mosslim3 حكام العرب عم يستوردو كورونا من برا مشان يهدها لشعبهن الطيف شو بحبونا,DIAL_LEV,0.98944867
44,الكورونا بروح بس في أمراض نفسية مثل هاي الحالة ما بتروح. https://t.co/ZYpzYIf5OD,DIAL_LEV,0.98889005
45,@FatenZzzz عادي عم نشغل حالنا بامور كتيره ...المهم نخلص من قصة كورونا على خير,DIAL_LEV,0.9044608
46,"انه ماشي خافوا من الكورونا وبتفهم انه الغالبية مش خايف على حاله قد ما خايف على اهله, بس والله التوكل على الله منيح… https://t.co/4gwhxaSa3M",DIAL_LEV,0.9382118
47,الكورونا فالتة بيناتكم وما حدا عم يحصرها.,DIAL_LEV,0.9622126
48,"@bombesso يا خيي شي غريب عجيب، وكإنّو كان بعد ناقصنا الكورونا تتكمل مع هالشعب.
والله أنا عم حاول المستحيل حتى صفّي كل شي",DIAL_LEV,0.9040065
49,@MTVLebanonNews يعني الصين و كل امكانياتها شو قدرت تعمل؟,DIAL_LEV,0.96566063
50,@terzianhagop وكم مليون رايح لجيبتن من مال العام؟؟؟ ليش هني عارفين شو يعني الكورونا فايرس؟؟؟ سؤال يُسأل 🤷🏻‍♀️ https://t.co/ydHNtw6gJr,DIAL_LEV,0.9830178
51,"@Nad_9n9 بس وزارة الصحة عم تعنل test بالمناطق وعشوائيي 
كتير منيحا هاي",DIAL_LEV,0.96923524
52,في ظل الوضع الإقتصادي الصعب والدولة بحاجة للأموال شو المانع من إنو كل الرؤساء والنواب والوزراء السابقين والحاليين م… https://t.co/xKWbxnMwaf,DIAL_LEV,0.9671825
53,"بكره بيخلص هالكابوس 
وبدل الشمس بتضوي شموس🎼🤍
#كورونا #Covid_19",DIAL_LEV,0.9159842
54,"متى الفرج يا رب والله النفس تعبت وزهقت
بدي امشي بشوارع، بدي اتقاسم اكلي انا والي بشتغل معهن بدي اقعد انا وصاحبتي عا… https://t.co/6XJ6HZLMPB",DIAL_LEV,0.9933188
55,"📍📍📍
بما انه هالفترة في انقطاع كتير بمعقمات الإدين او كتير بتظهر معقمات تجارية، كل شخص بيقدر يصنع الalco-gel بالبيت… https://t.co/2elSVW6aEc",DIAL_LEV,0.961759
56,"هلأ تخيلوا انوهالفريق المرعب اللي صنعه كلوب وهلكونا فيه كل الموسم
لن ينال سوى لقب البريمرليغ لأنه المنافسه الوحيده… https://t.co/oQbHhmiaao",DIAL_LEV,0.91649497
57,انت لما خليت اصحاب المهن تسكر كان السبب وباء الكورونا ليش لما بدك ياه يفتح بتحط عليه شرط الاشتراك بالضمان....مش عارفة هاد شو اسمه,DIAL_LEV,0.9966794
58,منفجّرها وما منخلّي حجر على حجر .. اذا حدا بفكّر يعمل مستشفى شبعا حجر صحي لوباء كورونا  .. ما حدا يجرّبنا .. هلق تذ… https://t.co/vzr6jX9itn,DIAL_LEV,0.98563945
59,"@AmmonNews1 وهل أغلبية الأردنيين موظفين حكومة وأصحاب أملاك وعقارات ومش فارقه معو العطلة؟
للعلم 70٪ من الشباب عمال م… https://t.co/lYIOYUihYy",DIAL_LEV,0.9563863
60,"اول ما يخلص الحجر المنزلي 
ونشالله يكون يوم احد لانو تاني يوم بكون الاثنين وبدي بلش DIET

🤣😂🤣😂

#اعمل_نفسك_ميت",DIAL_LEV,0.9886596
61,@nl1khoI8lWK2Aog انعل ابوك لابو الصين ...شو خبصتنا خبص,DIAL_LEV,0.9478531
62,@Fatimaa_ffb @fatu27sh انو بالاخر بدي اوصل  الاستهتار  من الكورونا 😂😅,DIAL_LEV,0.96322674
63,"يا لطيف يا الله
يا رب الشعب الاردني يحمد ربه على تعامل الحكومه مع الأزمه ويقتنع انه القرار الي بتخذوه للمصلحه العام… https://t.co/17WTKViBKG",DIAL_LEV,0.9528835
64,"صراحة ما شديت حيلي عالباثوفسيو حكيت رح يعطلونا عشان الكورونا 
بس يبدو انو رح ارسب😂😂😂",DIAL_LEV,0.99334705
